﻿NUM_REG;NOMBRE_COMERCIAL;TELEFONO;CALLE;PROVINCIA;LOCALIDAD;MUNICIPIO;CODIGO_POSTAL;NUMERO
42-E1-00008;GAVIDIA SANCHEZ, ISABEL;975251004;CALLE TABLADA (LA);SORIA;ALMAJANO;ALMAJANO;42180;9
42-E1-00012;SAN ROMAN IRIBERRI, FRANCISCO;975360533;CALLE MAYOR;SORIA;BURGO DE OSMA (EL);BURGO DE OSMA-CIUDAD DE OSMA;42300;9
42-E1-00015;SERGHINI BENJELOUN, JALAL;975302036;CALLE SOLEDAD;SORIA;BARAONA;BARAONA;42213;0
42-E1-00029;GONZALEZ GESTEIRO, INMACULADA;975249002;CALLE URBANIZACIÓN-CAMARETAS N;SORIA;GOLMAYO;GOLMAYO;42190;2
42-E1-00030;MARIN VERGES, PAULA;975326354;CTRA  BARAONA;SORIA;MEDINACELI;MEDINACELI;42240;15
42-E1-00031;MIGUEL ROMERA, ANA ISABEL;975306047;CALLE ARRABAL;SORIA;MORON DE ALMAZAN;MORÓN DE ALMAZÁN;42223;6
42-E1-00034;PARDO CALVO, ELOISA;976645512;CALLE CERVANTES;SORIA;OLVEGA;ÓLVEGA;42110;5
42-E1-00038;SANCHEZ MONTORO, MARIA MAR;;CALLE SAN ISIDRO;SORIA;RABANOS (LOS);RÁBANOS, LOS;42191;S/N
42-E1-00046;SANCHEZ VAZQUEZ, BEGOÑA;;CALLE PLAZA MAYOR;SORIA;SERON DE NAGIMA;SERÓN DE NÁGIMA;42127;12
42-E1-00047;RUIZ ORTIZ, PAULA;975211989;AVDA  MARIANO VICEN;SORIA;SORIA;SORIA;42003;1
42-E1-00048;CARRASCOSA MARTINEZ, CELIA;975212443;CALLE COLLADO (EL);SORIA;SORIA;SORIA;42002;46
42-E1-00058;LACARCEL HUETOS, CARLOS;975229741;CALLE Paseo Santa Bárbara c/v C/ Merineros;SORIA;SORIA;SORIA;;0
42-E1-00068;LERIDA GARCIA, MARIA MAR;;CALLE VALONSADERO;SORIA;SORIA;SORIA;42001;22
47-E1-00004;BENITEZ VILLAR, BLANCA;;PASEO SAN VICENTE;VALLADOLID;VALLADOLID;VALLADOLID;47013;22
47-E1-00005;RODRIGUEZ BALLESTERO, MARIA;983307538;CALLE MARINA ESCOBAR;VALLADOLID;VALLADOLID;VALLADOLID;47004;7
47-E1-00007;GOMEZ HERNANDEZ, ANGEL;;CALLE FERRARI;VALLADOLID;VALLADOLID;VALLADOLID;47001;34
47-E1-00009;PINDADO GONZALEZ, MARTA;983334801;AVDA  CERROS;VALLADOLID;VALLADOLID;VALLADOLID;47009;2
47-E1-00012;MARTINEZ DEL CASTILLO, JAVIER;983301440;CALLE LOPEZ GOMEZ;VALLADOLID;VALLADOLID;VALLADOLID;47002;5
47-E1-00013;MORENO GARCIA, AMPARO;983371464;CALLE HERNANDO DE ACUÑA;VALLADOLID;VALLADOLID;VALLADOLID;47014;1
47-E1-00014;PARRA SANCHEZ, VICTOR JOSE;983351950;PLAZA SAN PABLO;VALLADOLID;VALLADOLID;VALLADOLID;47011;S/N
47-E1-00017;TORANZO MORILLA, ANA;983230273;AVDA  SEGOVIA;VALLADOLID;VALLADOLID;VALLADOLID;47013;6
47-E1-00018;CRESPO PEREZ, JOSE LUIS;983301819;CALLE DUQUE DE LA VICTORIA;VALLADOLID;VALLADOLID;VALLADOLID;47001;20
47-E1-00019;ARNAIZ ESTEBAN, ALMUDENA;983293481;CALLE SAN ISIDRO;VALLADOLID;VALLADOLID;VALLADOLID;47012;45
47-E1-00021;DEL BOSQUE BARBERO, MARIA DEL PILAR;983351309;CALLE SAN IGNACIO;VALLADOLID;VALLADOLID;VALLADOLID;47003;4
47-E1-00022;GARCIA BLANCO, ISABEL;983306838;CALLE GAMAZO;VALLADOLID;VALLADOLID;VALLADOLID;47004;8
47-E1-00023;CANO GIL, SARA MARIA;983351343;CALLE REGALADO;VALLADOLID;VALLADOLID;VALLADOLID;47002;3
47-E1-00026;GARCIA CHICO, MARIA LUISA;983232188;CALLE TURINA;VALLADOLID;VALLADOLID;VALLADOLID;47006;10
47-E1-00031;SANTOS ESCUDERO, BEATRIZ;983333772;CALLE DARSENA;VALLADOLID;VALLADOLID;VALLADOLID;47009;7
47-E1-00032;DOCAMPO FERNANDEZ, CARMEN;983301501;CALLE BAJADA DE LA LIBERTAD;VALLADOLID;VALLADOLID;VALLADOLID;47002;6
47-E1-00041;DE PABLO ROJO, ARANZAZU;983291459;CALLE ALAMILLOS;VALLADOLID;VALLADOLID;VALLADOLID;47005;8
47-E1-00043;DE LA FUENTE MOREIRO, MARIA CONCEPCION;983303053;CALLE CANOVAS DEL CASTILLO;VALLADOLID;VALLADOLID;VALLADOLID;47002;35
47-E1-00047;LAZARO SANCHO, MARIA MARTA;983352573;CALLE JOSE GARROTE TOBAR;VALLADOLID;VALLADOLID;VALLADOLID;47014;14
47-E1-00049;PASTOR MANCISIDOR, MARIA CARMEN;983352523;CALLE SANTIAGO;VALLADOLID;VALLADOLID;VALLADOLID;47001;5
47-E1-00051;CALZON DUEÑAS, LAURA;983265324;CALLE AGUILERA;VALLADOLID;VALLADOLID;VALLADOLID;47011;4
47-E1-00053;PRIETO RAMOS, ENRIQUE;983251795;CALLE PORTILLO DE BALBOA;VALLADOLID;VALLADOLID;VALLADOLID;47010;16
47-E1-00056;DIEZ RIVERA, ANGEL;983250771;PLAZA DOCTOR MARAÑON;VALLADOLID;VALLADOLID;VALLADOLID;47011;1
47-E1-00057;GONZALEZ GAMAZO, MARIA;983291226;CALLE INDUSTRIAS;VALLADOLID;VALLADOLID;VALLADOLID;47005;32
47-E1-00059;PEREZ AMPUDIA, MARIA MILAGROS;983233552;CALLE GABILONDO;VALLADOLID;VALLADOLID;VALLADOLID;47007;14
47-E1-00060;SANCHEZ-GIRON GONZALEZ, BEATRIZ M.;983352805;CALLE GAVILLA;VALLADOLID;VALLADOLID;VALLADOLID;47014;4
47-E1-00068;TEJERINA TOURIÑO, MARIA FELIX;983230563;CALLE CAAMAÑO;VALLADOLID;VALLADOLID;VALLADOLID;47013;35
47-E1-00069;ARAUJO VALLE, MARTA;983308902;CALLE MURO;VALLADOLID;VALLADOLID;VALLADOLID;47004;8
47-E1-00072;TASCON VICENTE, ANA BEATRIZ / TASCON VICENTE, JAVIER ALBERTO;983231544;PASEO ZORRILLA;VALLADOLID;VALLADOLID;VALLADOLID;47008;85
47-E1-00078;SANCHEZ GONZALEZ, YOLANDA;;CTRA  VALLADOLID;VALLADOLID;SAN MIGUEL DEL ARROYO;SAN MIGUEL DEL ARROYO;;12
47-E1-00083;ARRIBAS LAZARO, JESUS MARIA;983605439;CALLE REAL VIEJA;VALLADOLID;PEDRAJAS DE SAN ESTEBAN;PEDRAJAS DE SAN ESTEBAN;47430;S/N
47-E1-00085;SABORIDO COIRADAS, RAQUEL;;CALLE CRUZ;VALLADOLID;UNION DE CAMPOS (LA);UNIÓN DE CAMPOS, LA;47670;17
47-E1-00086;SANCHEZ CORNEJO, MARIA;983867011;CALLE PLAZA MAYOR;VALLADOLID;ALAEJOS;ALAEJOS;47510;13
47-E1-00087;DEL CAMPO BARRIENTOS, PAULA;983881671;CALLE CAPITAN ROJAS;VALLADOLID;PEÑAFIEL;PEÑAFIEL;47300;9
47-E1-00094;CRUZ DE LA CUESTA, ANTONIO;983607888;CALLE CARCAVA;VALLADOLID;MOJADOS;MOJADOS;47250;1
47-E1-00099;MOLINA HERNANDO, ROSA;983741910;CALLE LA RUA;VALLADOLID;VILLALON DE CAMPOS;VILLALÓN DE CAMPOS;47600;56
47-E1-00100;RODRIGUEZ RIUS, POL;983717333;CALLE EDUARDO CALLEJO;VALLADOLID;VILLAGARCIA DE CAMPOS;VILLAGARCÍA DE CAMPOS;47840;12
47-E1-00113;MOZO IGLESIAS, BEATRIZ;983586633;CALLE CARRERA;VALLADOLID;TRIGUEROS DEL VALLE;TRIGUEROS DEL VALLE;47282;5
47-E1-00114;RUBIO GONZALEZ VILLAMIL, COVADONGA;983520036;AVDA  VALLADOLID;VALLADOLID;TUDELA DE DUERO;TUDELA DE DUERO;47320;11
47-E1-00115;DEL POZO MARTINEZ, SOFIA;983680027;CALLE ALONSO PESQUERA;VALLADOLID;QUINTANILLA DE ONESIMO;QUINTANILLA DE ONÉSIMO;47350;34
47-E1-00116;BARAJAS VILLAR, ASCENSION;983780028;CALLE FRAY JUAN DE LA MOTA;VALLADOLID;MOTA DEL MARQUES;MOTA DEL MARQUÉS;47120;11
47-E1-00121;SAEZ LOPEZ, PAULA INES;983832862;CALLE VALENTIN AREVALO AYLLON;VALLADOLID;MATAPOZUELOS;MATAPOZUELOS;47230;4
47-E1-00125;SANCHEZ GALINDO, BEATRIZ;983788225;CALLE CONSTANZA;VALLADOLID;VILLALAR DE LOS COMUNEROS;VILLALAR DE LOS COMUNEROS;47111;S/N
47-E1-00126;PASTOR REDONDO, SARA / PASTOR ZURRO, MARGARITA;983590066;CALLE ATRIO DE LA IGLESIA;VALLADOLID;SIMANCAS;SIMANCAS;47130;5
47-E1-00129;FERNANDEZ MARTINEZ, SOLEDAD;;CALLE AVDA. TORDESILLAS;VALLADOLID;CASTROMONTE;CASTROMONTE;;6
47-E1-00133;LOBO ESTEBAN, INMACULADA;983563576;CALLE SANTIAGO;VALLADOLID;TORRELOBATON;TORRELOBATÓN;47134;28
47-E1-00136;DE LA RUA GARCIA, SHEILA;983587920;RONDA HUERTAS;VALLADOLID;MUCIENTES;MUCIENTES;;1
47-E1-00137;DEL VILLAR IGEA, MARIA;983868034;CALLE EUGENIO VELASCO;VALLADOLID;RUEDA;RUEDA;47490;1
47-E1-00138;DE LA TORRE PALOMARES, ANGEL MANUEL;983880828;CALLE MERCADO VIEJO;VALLADOLID;PEÑAFIEL;PEÑAFIEL;47300;27
47-E1-00140;RODRIGO RODRIGUEZ, MARIA PILAR;;PLAZA SANTA MARIA;VALLADOLID;CABEZON DE PISUERGA;CABEZÓN DE PISUERGA;47260;1
47-E1-00150;MOLPECERES GARCIA DEL POZO, MARIA ISABEL;983291945;CALLE TEOFILO VILLAMAÑAN;VALLADOLID;VALLADOLID;VALLADOLID;47012;1
47-E1-00154;CABRERA FERNANDEZ, ISABEL;;PASEO ARCO DE LADRILLO;VALLADOLID;VALLADOLID;VALLADOLID;;77
47-E1-00155;PLAZA PEREZ, MARIA DEL CARMEN;983230176;CALLE CARTAGENA;VALLADOLID;VALLADOLID;VALLADOLID;47013;2
47-E1-00158;PARRA ASTORGANO, MARIA DOLORES;983220799;AVDA  MEDINA DEL CAMPO;VALLADOLID;VALLADOLID;VALLADOLID;47014;15
47-E1-00160;CANO BORREGO, ULPIANO;983255909;CALLE CARDENAL CISNEROS;VALLADOLID;VALLADOLID;VALLADOLID;47010;16
47-E1-00161;RODRIGUEZ MARTIN, MARIA TERESA;983294274;CALLE ANDALUCIA;VALLADOLID;VALLADOLID;VALLADOLID;47012;9
47-E1-00162;SANABRIA MURCIEGO, JOSE MIGUEL;;CALLE GARCIA MORATO;VALLADOLID;VALLADOLID;VALLADOLID;47007;14
47-E1-00165;REDONDO GALVAN, PEDRO;983331202;CALLE CAMINO VIEJO DE SIMANCAS;VALLADOLID;VALLADOLID;VALLADOLID;47008;46
47-E1-00173;MELGAR TOBALINA, CESAR;983234573;AVDA  SEGOVIA;VALLADOLID;VALLADOLID;VALLADOLID;47013;137
47-E1-00174;ALVAREZ SANCHEZ, CESAR MARIA;983293626;CALLE PINGUINO;VALLADOLID;VALLADOLID;VALLADOLID;47012;9
47-E1-00175;GOMEZ VAAMONDE, MARIA ELENA / GONZALEZ GOMEZ, CARLOS MARIA;983239158;CALLE PUENTE COLGANTE;VALLADOLID;VALLADOLID;VALLADOLID;47007;11
47-E1-00176;GARCIA QUEIPO, ANA;;SBIDA FUENTE EL SOL;VALLADOLID;VALLADOLID;VALLADOLID;47009;61
47-E1-00182;MARTIN MONEDERO, REYES;983291306;CALLE NICOLAS SALMERON;VALLADOLID;VALLADOLID;VALLADOLID;47004;30
47-E1-00186;RUIZ SANTIAGO, ISABEL;983299004;CALLE DOCE DE OCTUBRE;VALLADOLID;VALLADOLID;VALLADOLID;47005;2
47-E1-00190;SAEZ LOPEZ, PAULA INES;;CALLE CIUDAD DE LA HABANA;VALLADOLID;VALLADOLID;VALLADOLID;47014;5
47-E1-00191;ALONSO CASABELLA, ENRIQUETA;983294258;CALLE CIGUEÑA;VALLADOLID;VALLADOLID;VALLADOLID;47012;12
47-E1-00193;SERRANO PLAZA, MARIA LUISA;983233572;CTRA  RUEDA;VALLADOLID;VALLADOLID;VALLADOLID;47008;43
47-E1-00200;CANO BORREGO, JUAN ANDRES;983335811;CALLE C/ JUPITER;VALLADOLID;VALLADOLID;VALLADOLID;47009;0
47-E1-00201;SECO DOMINGUEZ, MARIA NIEVES;983291109;PASEO SAN VICENTE;VALLADOLID;VALLADOLID;VALLADOLID;47013;11
47-E1-00205;MARTIN LARA, MARIA LOURDES;983553133;CTRA  TUDELA;VALLADOLID;PEDRAJA DE PORTILLO (LA);PEDRAJA DE PORTILLO, LA;47196;12
47-E1-00210;PALACIOS TRABANCO, MANUEL;;CALLE NUEVA;VALLADOLID;FUENSALDAÑA;FUENSALDAÑA;47194;9
47-E1-00214;SANCHEZ RODRIGUEZ, VIRGINIA;983824231;CALLE JOSE ANTONIO;VALLADOLID;FUENTE EL SOL;FUENTE EL SOL;47494;1
47-E1-00216;CARRASCAL DEL SOLAR, CONCEPCION / RODRIGUEZ CARRASCAL, LUIS;983408069;CALLE INDUSTRIAS;VALLADOLID;ARROYO;ARROYO DE LA ENCOMIENDA;47195;19
47-E1-00217;RODRIGUEZ MORENO, CATALINA;983784151;CALLE DON JUAN MORA GARZON;VALLADOLID;SAN ROMAN DE HORNIJA;SAN ROMÁN DE HORNIJA;47530;32
47-E1-00222;IGLESIAS DELGADO, MARIA;983836810;PLAZA MAYOR;VALLADOLID;VILLAFRANCA DE DUERO;VILLAFRANCA DE DUERO;47529;5
47-E1-00225;MORILLO RUIZ, MARIA ROSARIO;921163818;TRVA  TORRE;VALLADOLID;VILORIA;VILORIA;47166;1
47-E1-00226;VALLE ROBLES, MARIA CARMEN;983563360;CALLE IGLESIA;VALLADOLID;WAMBA;WAMBA;47190;17
47-E1-00230;SANCHEZ HERRERA, INMACULADA;983685487;CALLE ONESIMO REDONDO;VALLADOLID;PIÑA DE ESGUEVA;PIÑA DE ESGUEVA;47175;2
47-E1-00233;LEZCANO LACALLE, BLANCA;983593120;CALLE CORRO DE LA FUENTE;VALLADOLID;CIGUÑUELA;CIGUÑUELA;47191;4
47-E1-00234;SAEZ PAZ, MARIA DEL MAR;983824067;CALLE SAN ANTONIO;VALLADOLID;RUBI DE BRACAMONTE;RUBÍ DE BRACAMONTE;47494;1
47-E1-00237;SANTIAGO SASTRE, BLANCA FLOR;983248537;CALLE MIGUEL DELIBES;VALLADOLID;VALLADOLID;VALLADOLID;47008;44
47-E1-00238;SENOVILLA SANCHO, JUAN CARLOS;983378604;CALLE BARBECHO;VALLADOLID;VALLADOLID;VALLADOLID;47014;31
47-E1-00245;RODRIGUEZ FERRERONS, PATRICIA;983546261;CALLE AVDA. DE LA ESTACION ESQ. ALBATROS;VALLADOLID;LAGUNA DE DUERO;LAGUNA DE DUERO;47140;S/N
47-E1-00248;QUINTANA BLANCO, SARA;983244770;CALLE MONTES DE OCA;VALLADOLID;VALLADOLID;VALLADOLID;47008;4
47-E1-00253;RUIZ HORTELANO, MIGUEL ANGEL;983376762;CALLE ABEDUL;VALLADOLID;VALLADOLID;VALLADOLID;47009;7
47-E1-00269;MAESTRO FERNANDEZ, MARIA CRISTINA;983541908;AVDA  LA LAGUNA;VALLADOLID;LAGUNA DE DUERO;LAGUNA DE DUERO;47140;13
47-E1-00270;SANZ BOTIN, CARLOS;983556542;AVDA  SEGOVIA;VALLADOLID;ARRABAL DE PORTILLO;PORTILLO;47160;18
47-E1-00272;PRIETO ESTEBAN, CRISTINA;;CALLE MESONES;VALLADOLID;ISCAR;ÍSCAR;;31
47-E1-00275;BERNARDEZ MARTINEZ, MONICA;;CALLE ARRABAL;VALLADOLID;LAGUNA DE DUERO;LAGUNA DE DUERO;47140;39
47-E1-00279;BLANCO RODRIGUEZ, JOSE TEODORO;;CALLE ALCAPARRA;VALLADOLID;VALLADOLID;VALLADOLID;47008;1
47-E1-00281;MARTIN SANCHEZ, YOLANDA;;CALLE HERNANDO DE ACUÑA;VALLADOLID;VALLADOLID;VALLADOLID;47014;51
47-E1-00282;VILLAR VAQUERO, LUCIA;;CALLE CASTAÑUELAS;VALLADOLID;VALLADOLID;VALLADOLID;47013;3
47-E1-00283;GARCIA SANTOS, LIDIA;;CALLE CARRERAS;VALLADOLID;MEDINA DEL CAMPO;MEDINA DEL CAMPO;47400;43
47-E1-00284;HERNANDEZ DIEZ, MARIA ROSARIO;;CALLE DERECHA;VALLADOLID;BOLAÑOS DE CAMPOS;BOLAÑOS DE CAMPOS;47675;5
47-E1-00289;MARIÑO PALACIOS, FELIPE;;CALLE MATEO SEOANE SOBRAL;VALLADOLID;VALLADOLID;VALLADOLID;47014;32
49-E1-00002;GALACHE MONTERO, AURORA;980520763;CALLE CAMPO DE MARTE;ZAMORA;ZAMORA;ZAMORA;49007;11
49-E1-00004;GONZALEZ MARIÑAS, GABRIEL;980647011;CALLE TOMAS GOMEZ;ZAMORA;SANTOVENIA;SANTOVENIA;49750;3
49-E1-00006;APARICIO HERREZUELO, JUAN FRANCISCO;980534667;AVDA  PORTUGAL;ZAMORA;ZAMORA;ZAMORA;49016;21
49-E1-00007;ARRANZ CASTRO, DANIEL;980660534;CALLE REAL;ZAMORA;VILLALPANDO;VILLALPANDO;49630;12
49-E1-00008;RIOS ASTUDILLO, MARIA DEL SOL;980588118;CALLE AMARGURA;ZAMORA;MANGANESES DE LA LAMPREANA;MANGANESES DE LA LAMPREANA;49130;S/N
49-E1-00016;CALVO RODRIGUEZ, JOSE DOMINGO;980680005;PLAZA MAYOR;ZAMORA;ALCAÑICES;ALCAÑICES;49500;12
49-E1-00017;DE MENA SACRISTAN, MARIA ENCARNACION;980648116;PLAZA MAYOR DE ARRIBA;ZAMORA;SANTIBAÑEZ DE VIDRIALES;SANTIBÁÑEZ DE VIDRIALES;49610;24
49-E1-00019;ARANDA RODRIGUEZ, MARIA BEGOÑA;980631420;AVDA  MARAGATOS;ZAMORA;BENAVENTE;BENAVENTE;49600;19
49-E1-00021;ENRIQUEZ GUTIERREZ, CARLOS JESUS;980529248;AVDA  GALICIA;ZAMORA;ZAMORA;ZAMORA;49024;63
49-E1-00022;GIL CEPEDA FERNANDEZ, ROBERTO;980631269;AVDA  EL FERIAL;ZAMORA;BENAVENTE;BENAVENTE;49600;84
49-E1-00029;FUENTE VEGA, ARACELI;980631132;PLAZA DE SANTA MARIA;ZAMORA;BENAVENTE;BENAVENTE;49600;1
49-E1-00031;RIEGO HERNANDEZ, JOSE LUIS;;CALLE LA RUA;ZAMORA;BENAVENTE;BENAVENTE;49600;20
49-E1-00034;ALONSO FERNANDEZ, MARIA JOSE;980575667;CTRA  ZAMORA;ZAMORA;ARGUJILLO;ARGUJILLO;49716;8
49-E1-00039;GALLEGO RODRIGUEZ, MARIA PAZ;980688053;CALLE BARRIO NUEVO;ZAMORA;FONFRIA;FONFRÍA;49510;14
49-E1-00042;LOPEZ ARIAS TESTA, JOSE ANTONIO;980531510;CALLE SANTA CLARA;ZAMORA;ZAMORA;ZAMORA;49003;6
49-E1-00045;MARTIN SANCHEZ, VIRGINIA;980529948;CALLE OBISPO NIETO;ZAMORA;ZAMORA;ZAMORA;49031;27
49-E1-00048;GARCIA GOMEZ, MARIA ROSARIO;980557508;CALLE AMARGURA;ZAMORA;ZAMORA;ZAMORA;49007;10
49-E1-00049;GONZALEZ PANIAGUA, ROCIO;980553224;CALLE SAN ROQUE;ZAMORA;MUELAS DEL PAN;MUELAS DEL PAN;49167;S/N
49-E1-00051;VALDERREY VILLALIBRE, MARIA TERESA;980643087;CALLE BENAVENTE;ZAMORA;QUIRUELAS DE VIDRIALES;QUIRUELAS DE VIDRIALES;49622;18
49-E1-00053;GONZALEZ GARCIA, CARMEN;980640552;CALLE RIO;ZAMORA;BURGANES DE VALVERDE;BURGANES DE VALVERDE;49698;S/N
49-E1-00055;MARTINEZ CARRETERO, PAOLA;980517023;PLAZA IGLESIA;ZAMORA;CUBILLOS;CUBILLOS;49730;9
49-E1-00060;CRESPO MARTIN, MONTSERRAT;980576636;CALLE LARGA;ZAMORA;MADRIDANOS;MADRIDANOS;49157;5
49-E1-00061;GONZALEZ OSORIO, SILVIA MARIA;980641503;CALLE SAN JUAN;ZAMORA;SAN PEDRO DE CEQUE;SAN PEDRO DE CEQUE;49628;S/N
49-E1-00062;REDONDO LAJAS, PATRICIA;980626118;CALLE GENERAL FRANCO;ZAMORA;ASTURIANOS;ASTURIANOS;49325;S/N
49-E1-00063;ARENALES CASCON, MYRIAM;980609081;CALLE NTRA SRA ASUNCION;ZAMORA;VILLAMOR DE LOS ESCUDEROS;VILLAMOR DE LOS ESCUDEROS;49719;18
49-E1-00065;RODRIGUEZ FERNANDEZ, BEATRIZ;980664734;CALLE DIEGO DE ORDAX;ZAMORA;CASTROVERDE DE CAMPOS;CASTROVERDE DE CAMPOS;49110;1
49-E1-00068;FIDALGO BENEITEZ, ALEX;980580168;CALLE SANTA TERESA;ZAMORA;VILLARRIN DE CAMPOS;VILLARRÍN DE CAMPOS;49137;S/N
49-E1-00070;ALONSO CARBALLES, MARIA CARMEN;980605043;CALLE COSTANILLA;ZAMORA;FUENTELAPEÑA;FUENTELAPEÑA;;0
49-E1-00071;PALACIOS DEL VALLE, NAZARIO;980524892;CALLE ARAPILES;ZAMORA;ZAMORA;ZAMORA;49019;22
49-E1-00073;LLANES GARCIA, ISABEL;980531938;CALLE SANTA CLARA;ZAMORA;ZAMORA;ZAMORA;49015;27
49-E1-00075;INFANTE GARCIA, MARTA;980612158;CALLE IGLESIA;ZAMORA;ALMEIDA DE SAYAGO;ALMEIDA DE SAYAGO;49210;0
49-E1-00080;LOPEZ DOMINGUEZ, SUSANA;980695474;CALLE CERECINOS;ZAMORA;PINILLA DE TORO;PINILLA DE TORO;49850;22
49-E1-00084;GARCIA VILLAR, MARIA ESTHER;980649545;CALLE CARRETERA;ZAMORA;CAMARZANA DE TERA;CAMARZANA DE TERA;49332;25
49-E1-00087;GARCIA CALDERON, ESTEFANIA;980646437;CALLE COSTURERAS;ZAMORA;ARRABALDE;ARRABALDE;49696;S/N
49-E1-00089;DIAZ SANCHEZ, LAURA;980592181;CALLE CRISTO;ZAMORA;FERRERAS DE ABAJO;FERRERAS DE ABAJO;49335;53
49-E1-00091;LORENZO ROMERA, MARTA;980594415;CLLJA ERMITA;ZAMORA;RIOFRIO DE ALISTE;RIOFRÍO DE ALISTE;49591;8
49-E1-00096;GARCIA ALONSO, LORENZO JESUS;980504340;CALLE HUERTAS;ZAMORA;BENEGILES;BENEGILES;;10
49-E1-00097;ARROYO LASO, MANUEL;980681820;CALLE ARRIBA;ZAMORA;RABANALES;RABANALES;;2
49-E1-00098;MARTIN MARTIN, CLARA MARIA;980696474;CTRA  TIEDRA;ZAMORA;POZOANTIGUO;POZOANTIGUO;49835;2
49-E1-00100;PEREZ ASENSIO, ALVARO;980617458;PLAZA HUMILLADERO;ZAMORA;MUGA DE SAYAGO;MUGA DE SAYAGO;49212;S/N
49-E1-00109;PALACIOS CRESPO, EDUARDO / PALACIOS CRESPO, JOSE;980520680;CALLE NUÑEZ DE BALBOA;ZAMORA;ZAMORA;ZAMORA;49022;46
49-E1-00111;GOMEZ CARBAJO, VIRGINIA;980576069;CALLE PLAZA DE ESPAÑA;ZAMORA;PERDIGON (EL);PERDIGÓN, EL;49720;15
49-E1-00113;MUÑIZ LORENZO, SEBASTIAN;980533684;CTRA  SALAMANCA;ZAMORA;ZAMORA;ZAMORA;49028;40
49-E1-00116;LOPEZ PEDROSA, PILAR FRANCISCA;980665896;AVDA  CONSTITUCION;ZAMORA;SAN MIGUEL DEL VALLE;SAN MIGUEL DEL VALLE;;S/N
49-E1-00117;GARCIA LOPEZ, MARIA LOURDES;980595156;CALLE BODEGAS;ZAMORA;FARAMONTANOS DE TABARA;FARAMONTANOS DE TÁBARA;49141;3
49-E1-00120;CAÑIBANO SANTIAGO, ESTHER;980591913;CALLE CARMEN;ZAMORA;VILLAFAFILA;VILLAFÁFILA;49136;15
49-E1-00132;MERCHAN LUDEÑA, JAIME;;LUGAR PALACIOS;ZAMORA;MONFARRACINOS;MONFARRACINOS;49121;38
49-E1-00133;CANDO DOMINGUEZ, MARIA GLORIA;980651194;CALLE CEBADALES;ZAMORA;SANTA MARIA DE LA VEGA;SANTA MARÍA DE LA VEGA;49696;9
49-E1-00136;HERNANDEZ LOBATO, ANGEL JOSE;980606436;CMNO  VENIALBO;ZAMORA;VILLABUENA DEL PUENTE;VILLABUENA DEL PUENTE;49820;4
49-E1-00137;TAPIOLES VILLAFAFILA, NOELIA;980642603;CALLE MAYOR;ZAMORA;VILLABRAZARO;VILLABRÁZARO;49770;2
49-E1-00142;RODRIGUEZ FERNANDEZ, CAMINO;980634806;CALLE MAYOR;ZAMORA;VILLANUEVA DE AZOAGUE;VILLANUEVA DE AZOAGUE;49699;S/N
49-E1-00143;VIBORA PEREZ, MARIA ARACELI;980593130;CALLE ARRIBA;ZAMORA;FERRERAS DE ARRIBA;FERRERAS DE ARRIBA;49335;33
49-E1-00148;HORMIAS GONZALEZ, RAQUEL;980504433;PLAZA ENRIQUE PRIETO Y CARMEN CATALAN;ZAMORA;MORERUELA DE LOS INFANZONES;MORERUELA DE LOS INFANZONES;49731;1
49-E1-00149;PALMERO PEREZ, MARIA ANGELES;980591108;PLAZA ISABEL II;ZAMORA;FERRERUELA DE TABARA;FERRERUELA;49550;S/N
49-E1-00154;MARTIN MARTIN, JOSE RAMON;980554128;CALLE BENEFICIO;ZAMORA;ALMARAZ DE DUERO;ALMARAZ DE DUERO;49180;60
49-E1-00155;CONDE PRIETO, MARIO;;CALLE ZAMORA;ZAMORA;VALDEPERDICES;SAN PEDRO DE LA NAVE-ALMENDRA;49182;9
49-E1-00156;FARMACIA LCDO. FERNÁNDEZ TUDA;;CALLE IGLESIA;ZAMORA;AYOO DE VIDRIALES;AYOÓ DE VIDRIALES;49619;1
49-E1-00161;GARCIA LINARES, MARIA CARMEN;980664518;CALLE MEDIO;ZAMORA;CASTROGONZALO;CASTROGONZALO;49660;4
49-E1-00164;QUINTANA LAPORTA, IGNACIO;980630120;AVDA  GALICIA;ZAMORA;BENAVENTE;BENAVENTE;49600;10
49-E1-00167;MARINO GUZMAN, MARIA MERCEDES;;CALLE CRUZ;ZAMORA;ARCENILLAS;ARCENILLAS;49151;41
49-E1-00170;GARCIA DE LA FUENTE, ARACELI;;AVDA  LUIS MORAN;ZAMORA;BENAVENTE;BENAVENTE;49600;69
05-E1-00005;JIMENEZ LABAIG, LUIS ALBERTO;920255414;CALLE EDUARDO MARQUINA;AVILA;AVILA;ÁVILA;05001;22
05-E1-00006;SAHAGUN KRAUSE, JOSE;920211312;PLAZA MERCADO CHICO (DEL);AVILA;AVILA;ÁVILA;05001;10
05-E1-00009;DE FERNANDO GARCIA, MARIA PAZ;920222083;CALLE VIRGEN DE LA SOTERRAÑA;AVILA;AVILA;ÁVILA;05005;20
05-E1-00010;ORTEGA ORTEGA, ROBERTO;920223234;PLAZA ROLLO (DEL);AVILA;AVILA;ÁVILA;05002;15
05-E1-00012;SANCHEZ GOMEZ, ALBERTO;920200224;CALLE LARGA;AVILA;MINGORRIA;MINGORRÍA;;31
